name,neighborhood,borough,website,menu_url,notes,source
Petey's Burger,Long Island City,Queens,http://www.peteysburger.com/,,Second Queens location of In-N-Out-style burger spot,outer
Bareburger,Long Island City,Queens,,,Organic/bison/elk burgers regional chain,outer
F. Ottomanelli's,Woodside,Queens,,,Burgers and Belgian fries by butcher family Ottomanelli at 60-15 Woodside Ave,outer
The Huntress,Long Island City,Queens,,,Whiskey/wings/burger spot,outer
PJ Leahy's,Long Island City,Queens,,,Irish pub and sports bar with burgers,outer
Bantry Bay Publick House,Long Island City,Queens,www.bantrybaypub.com,,Irish pub with burgers incl. lamb burger,outer
Gantry Bar & Kitchen,Long Island City,Queens,,,Vintage sports bar; The Gantry Burger on pretzel bun,outer
Jackson's Eatery | Bar,Long Island City,Queens,,,Seasonal American; Jackson's Grass Fed Burger,outer
Court Square Diner,Long Island City,Queens,,,Classic diner,outer
CaliBun Burgers & Shakes,Long Island City,Queens,,,Burgers and shakes spot,outer
First Stop Bar & Grill,Long Island City,Queens,,,Bar and grill with burgers,outer
Local Hops,Forest Hills,Queens,,,Craft beer bar with smash burger and truffle mushroom burger,outer
Burger Spot,Forest Hills,Queens,https://www.burgerspotny.com/menu/,,Kosher smash-burger joint; late-night,outer
Dirty Pierre's,Forest Hills,Queens,http://www.dirtypierres.com/,,Longtime burger-centric bar since 1995; garlic-cheese burger,outer
Bareburger,Forest Hills,Queens,,,Organic/bison/elk burgers regional chain,outer
Forest Hills Station House,Forest Hills,Queens,www.fhstationhouse.com,,Gastropub with bacon cheddar burger and pastrami burger,outer
Irish Cottage,Forest Hills,Queens,,,Irish pub with well-regarded burgers,outer
Shake Shack,Forest Hills,Queens,,,ShackBurgers chain location,outer
(aged.),Forest Hills,Queens,,,American steakhouse with burgers on menu,outer
IYKYK,Flushing,Queens,http://www.iykykny.com/,,Downtown Flushing speakeasy with smash burgers,outer
Zabiha Burger & Fries,Flushing,Queens,,,Halal burgers to-go in downtown Flushing,outer
Millard Fillmore Tavern,Flushing,Queens,,,American bar and pub with burgers,outer
Burger Plus,Flushing,Queens,,,Budget burger and chicken sandwich spot,outer
Outback Steakhouse,Flushing,Queens,,,Steakhouse with burgers on menu,outer
Pat LaFrieda's Chop House at Citi Field,Flushing,Queens,,,Butcher-driven steakhouse with custom burger blends; game-day dining,outer
Golden K Burgers,Bayside,Queens,https://www.goldenkburgersnyc.com/,,Korean-American burger joint; bulgogi and Big Kahuna burgers,outer
Bourbon Street,Bayside,Queens,https://bourbonstreetny.com/,,Cajun bar and grill with Utopia Burger and Bourbon Burger,outer
Press 195,Bayside,Queens,http://www.press195.com/,,Gastropub with 195 Classic Burger,outer
Monahan & Fitzgerald,Bayside,Queens,,,Irish-American sports bar with burgers,outer
Emoji Burger,Jackson Heights,Queens,,,Burger joint with themed burger names,outer
Bar Burger,Jackson Heights,Queens,,,Burger bar on Roosevelt Ave,outer
Jax Inn Diner,Jackson Heights,Queens,,,Classic diner,outer
The Queensboro,Jackson Heights,Queens,,,Neighborhood bar-restaurant with dinner menu including burgers,outer
Uncle Peters Bar & Grill,Jackson Heights,Queens,,,Bar and grill with burgers,outer
El Poblado Gastro Bar,Jackson Heights,Queens,,,Colombian gastro bar with large Dulcinea and Don Bacon burgers,outer
Smash Shack Burger Bar,Sunnyside,Queens,,,Smash burger bar,outer
Pete's Grill,Sunnyside,Queens,,,American diner,outer
The Lowery Bar & Kitchen,Sunnyside,Queens,,,Bar and kitchen with pub burgers,outer
Crete Diner and Restaurant,Sunnyside,Queens,,,Charcoal-grilled burgers at lunch,outer
McGuinness's Saloon,Sunnyside,Queens,,,Classic Irish pub,outer
Jack's Fire Department,Sunnyside,Queens,,,Family-owned bar and grill; one of oldest spots in Sunnyside,outer
Sweet Avenue,Sunnyside,Queens,,,Tavern with burgers on menu,outer
Bronx Burger House,Riverdale,Bronx,bronxburgerhouse.com,,"Burger joint; 17 burger combos, fresh-chopped Angus blend",outer
An Beal Bocht Cafe,Riverdale,Bronx,,,Irish pub and restaurant; burgers on pub menu,outer
Blackstone Bar & Grill,Riverdale,Bronx,,,Sports bar and eatery; burgers highly rated,outer
Riverdale Diner,Riverdale,Bronx,,,Classic diner with burgers on extensive menu,outer
Riverdale Steak House,Riverdale,Bronx,,,Irish family-run pub/steakhouse since the 70s; burgers on menu,outer
Riverdale Garden,Riverdale,Bronx,,,Eclectic restaurant with kids menu incl. burgers,outer
Bronx Alehouse,Kingsbridge,Bronx,https://www.bronxalehouse.com/,,Craft-beer gastropub; Alehouse Burger and weekly burger of the week,outer
The Punch Bowl,Kingsbridge,Bronx,,,Historic Irish pub; classic pub fare,outer
O'Brien Pub,Kingsbridge,Bronx,,,Neighborhood pub with classic pub fare,outer
Keane's Bar And Restaurant,Woodlawn,Bronx,http://www.keanesbar.com/,,Irish bar/restaurant; Gaelic Burger and hamburger on menu,outer
Kingsbridge Social Club,Kingsbridge,Bronx,,,"Eatery with wood-fired pizzas, sandwiches; burgers on menu",outer
The Flame Diner,Fordham,Bronx,,,Greek diner; classic cheeseburger on menu,outer
Olympic Flame Diner,Fordham,Bronx,,,Greek diner; burgers on menu,outer
Solomon's Porch,Fordham,Bronx,,,Gourmet burger spot on Webster Ave; creative toppings,outer
Burger Lodge,Belmont,Bronx,,,Burger spot,outer
Charlies Bar & Kitchen,Mott Haven,Bronx,,,American bar and kitchen; known for burgers (454 burger),outer
Beatstro,Mott Haven,Bronx,,,American/Puerto Rican spot; burgers on menu,outer
Milk Burger,Mott Haven,Bronx,,,Burger joint,outer
Maisonetta,Mott Haven,Bronx,https://maisonettanyc.com/,,French-Mexican fusion; burger with sweet plantain and fried cheese on menu,outer
Mott Haven Bar and Grill,Mott Haven,Bronx,,,Neighborhood bar and grill; burgers and pub fare,outer
Jerry's Hamburger Place,Mott Haven,Bronx,,,Hamburger place; huge menu including burgers and burritos,outer
Bronx Burger Co,South Bronx,Bronx,,,Affordable burger spot; smash-style cheeseburgers,outer
Mo Gridder's BBQ,Hunts Point,Bronx,,,BBQ joint featured on Diners Drive-Ins and Dives; burgers on menu,outer
Burger Time,Morris Park,Bronx,,,Classic burger restaurant; Excaliburger and French Fried Onion Burger,outer
Nana's Kitchen,Morris Park,Bronx,http://www.nanaskitchenbronx.com/,,Albanian-Mediterranean eatery; Albanian Burger Combo on menu,outer
Doyle's Pub,Morris Park,Bronx,,,Pub with pub-food menu,outer
P.J. Brady's,Throggs Neck,Bronx,,,American pub food at 3201 Philip Ave,outer
Wicked Wolf Bronx,Throggs Neck,Bronx,http://www.wickedwolfbronx.com/,,Neighborhood sports bar; Wolf burger,outer
Fiddler's Elbow Restaurant & Bar,Throggs Neck,Bronx,,,Irish-American restaurant and bar; burgers and steak on menu,outer
Dale Diner,Kingsbridge,Bronx,,,Classic American diner at 189 W 231st St; burgers on menu,outer
Ice House Café,Throggs Neck,Bronx,,,Waterfront American restaurant; burgers on menu,outer
Jimmy's Grand Cafe,Unionport,Bronx,https://jimmysgrandcafe.com/,,"American diner/cafe; burgers, cheeseburgers, veggie and turkey burgers",outer
John's Diner,Parkchester,Bronx,https://johnsdinerbronx.com/,,Classic Bronx diner since 1990s; Jumbo Beef Burger,outer
Step In Restaurant,Unionport,Bronx,,,"American restaurant; burgers, steak, sandwiches",outer
City Island Diner,City Island,Bronx,,,Classic diner; cheeseburgers and creative sandwiches,outer
Black Whale,City Island,Bronx,,,Pub with seafaring decor; seafood and burgers,outer
Johnny's Reef,City Island,Bronx,,,Seafood spot; burgers and shakes on menu,outer
Bronx Beer Hall,Belmont,Bronx,,,Gastropub in the Arthur Ave market (2344 Arthur Ave); gourmet burgers and craft beer,outer
Stadium Sport Bar Restaurant & Pizzeria,Concourse,Bronx,,,Sports bar pizzeria; pub food and burgers,outer
Jolly Tinker,Bedford Park,Bronx,,,Cozy spot at 2875 Webster Ave known for juicy burgers,outer
Tex's Chicken & Burgers,Fordham,Bronx,,,Fast-food chicken and burger chain location,outer
Duffy's Tavern,West Brighton,Staten Island,,,Irish pub since 1985; famous flame-broiled cheeseburger on English muffin,outer
Jody's Club Forest,West Brighton,Staten Island,https://www.jodysclubforest.com/,,Irish-American pub; Barstool Sports praised its burger,outer
O'Neill's,West Brighton,Staten Island,,,Irish pub at 1614 Forest Ave; burgers are house specialty per reviews,outer
G&G American Grill,West Brighton,Staten Island,,,American grill/diner at 891 Manor Rd,outer
8 Bit Bites,West Brighton,Staten Island,,,Smashburgers at 1419 Forest Ave; viral on TikTok,outer
Supreme Burger Company,West Brighton,Staten Island,,,Smash burgers at 646 Forest Ave,outer
Steiny's Pub,St. George,Staten Island,,,Neighborhood pub near the ferry; beef and veggie burgers,outer
Ruddy & Dean American Steakhouse,St. George,Staten Island,,,Steakhouse at 44 Richmond Ter,outer
Shake Shack,St. George,Staten Island,https://www.shakeshack.com/location/empire-outlets-staten-island-ferry-ny,,Empire Outlets by the ferry,outer
The Hop Shoppe,Stapleton,Staten Island,,,Bar at 372 Van Duzer St; frequent local burger pick,outer
Craft House,Stapleton,Staten Island,,,American restaurant/bar at 60 Van Duzer St,outer
Griff's Place,New Dorp,Staten Island,,,Bar/restaurant; 'best burgers on SI' per locals,outer
Ronnie's Sandwich Shoppe,New Dorp,Staten Island,,,Known for its Bourbon burger,outer
Andrew's Diner,New Dorp,Staten Island,https://andrewsdiner.com/,,Classic diner; pizza burger and classic burgers,outer
On A Roll,New Dorp,Staten Island,,,Pat LaFrieda cheeseburger; roast-beef specialist,outer
98K Burger,New Dorp,Staten Island,,,Burger counter at 357A New Dorp Ln,outer
Applebee's,New Dorp,Staten Island,,,Chain grill & bar at 430 New Dorp Ln,outer
CD Burger,Old Town,Staten Island,,,Burger spot; pretzel-bun burger,outer
Saucy,Grasmere,Staten Island,,,Wings-and-burgers spot,outer
The KOVA,Grant City,Staten Island,,,American cafe; raved-about burger,outer
White Castle,Grant City,Staten Island,,,Chain sliders at 2221 Hylan Blvd,outer
Joyce's Tavern,Eltingville,Staten Island,http://www.joycestavern.com/,,"Irish pub since 1966; sirloin burgers, weekly burger specials",outer
Richmond Republic,Annadale,Staten Island,,,Bar & grill at 4459 Amboy Rd,outer
Bite Burger,Great Kills,Staten Island,,,Burger joint; 4.6 stars on Yelp,outer
Da Damaso,Great Kills,Staten Island,,,Italian restaurant likely serving burgers,outer
Flanagan's Tavern,Great Kills,Staten Island,http://www.jdstavern.net/,,Irish pub; Irish Prime Rib Burger (site listed as JD's Tavern),outer
Tottenville Tavern,Tottenville,Staten Island,,,Neighborhood bar & grill; 1/2-lb Tavern Burger and Spicy Burger,outer
Ralph's Sports Bar,Tottenville,Staten Island,,,Sports bar; local burger favorite,outer
Trackside Bar & Grill,New Dorp,Staten Island,,,Bar & grill at 61 New Dorp Plaza North; local burger favorite,outer
Towne Deli & Pizzeria,Tottenville,Staten Island,,,Deli-pizzeria with burgers on the menu,outer
Rab's Country Lanes,Dongan Hills,Staten Island,,,Bowling alley whose burgers get local recommendations,outer
Tommy's Tavern and Tap,New Springville,Staten Island,,,Tavern chain at 2655 Richmond Ave,outer
DaddyO's BBQ and Sports Bar,Charleston,Staten Island,,,BBQ sports bar at 35 Androvette St,outer
SI Diner,Westerleigh,Staten Island,,,Classic diner at 1877 Victory Blvd,outer
Joe Broadway's Billiards & Sports Pub,Graniteville,Staten Island,,,Sports pub at 2178 Forest Ave,outer
PepperJack Grill,Castleton Corners,Staten Island,,,Grill at 316 Manor Rd,outer
West Shore Inn,Chelsea,Staten Island,,,Inn/bar at 3955 Victory Blvd,outer
Adobe Blues,New Brighton,Staten Island,,,Southwest restaurant at 63 Lafayette Ave,outer
Bravo Pizza & Sports Bar,New Dorp,Staten Island,https://bravopizzasi.com/,,Pizza sports bar at 413 New Dorp Ln advertising fresh Angus burgers,outer
Five Guys (Flushing),Flushing,Queens,,,Chain customizable beef burger; distinct location from West Village pilot entry,outer
Five Guys (New Springville),New Springville,Staten Island,,,Chain customizable beef burger; distinct location from West Village pilot entry,outer
7th Street Burger (Astoria),Astoria,Queens,,,Smashburger chain; distinct location from East Village pilot entry,outer
7th Street Burger (Forest Hills),Forest Hills,Queens,,,Smashburger chain; distinct location from East Village pilot entry,outer
Hillstone,NoMad,Manhattan,,,American restaurant at 378 Park Ave S famous for its burgers (the chain's one NYC location),uptown
3 Sheets Saloon,West Village,Manhattan,,,"DOHMH American; 134 West 3 Street, 10012",dohmh-diner-pub
42nd Street Pizza Diner,Clinton,Manhattan,,,"DOHMH American; 647 West 42 Street, 10036",dohmh-diner-pub
7 Street Burger,Yorkville,Manhattan,,,"DOHMH American; 1603 2 Avenue, 10028",dohmh-diner-pub
A.w.o.l. Bar & Grill,Murray Hill-Kips Bay,Manhattan,,,"DOHMH American; 337 3 Avenue, 10010",dohmh-diner-pub
Andrew's NYC Diner,Midtown-Midtown South,Manhattan,,,"DOHMH American; 463 7 Avenue, 10018",dohmh-diner-pub
Apple Jack Diner,Midtown-Midtown South,Manhattan,,,"DOHMH American; 1725 Broadway, 10019",dohmh-diner-pub
Arthur's Tavern,West Village,Manhattan,,,"DOHMH American; 57 Grove Street, 10014",dohmh-diner-pub
Aviator Grill at Intrepid,,Manhattan,,,DOHMH American; 1 Intrepid Sq,dohmh-diner-pub
Bagel Pub,Midtown-Midtown South,Manhattan,,,"DOHMH American; 815 6 Avenue, 10001",dohmh-diner-pub
Bailey's Corner Pub,Yorkville,Manhattan,,,"DOHMH Irish; 1607 York Avenue, 10028",dohmh-diner-pub
Baires Grill,Clinton,Manhattan,,,"DOHMH Steakhouse; 350 West 50 Street, 10019",dohmh-diner-pub
Barn Burner Grill/ Snack Bar,Hamilton Heights,Manhattan,,,"DOHMH American; 679 Riverside Drive, 10031",dohmh-diner-pub
Barrow's Pub,West Village,Manhattan,,,"DOHMH Irish; 463 Hudson Street, 10014",dohmh-diner-pub
Beer Pub,Midtown-Midtown South,Manhattan,,,"DOHMH American; 4 Penn Plaza, 10121",dohmh-diner-pub
Benny John's Bar and Grill,Midtown-Midtown South,Manhattan,,,"DOHMH American; 8 East 48 Street, 10017",dohmh-diner-pub
Biddy's Pub,Yorkville,Manhattan,,,"DOHMH American; 301 East 91 Street, 10128",dohmh-diner-pub
Bill's Bar & Burger Rockefeller Center,Midtown-Midtown South,Manhattan,,,"DOHMH American; Rockefeller Center, 10111",dohmh-diner-pub
Blake's Tavern NYC,Midtown-Midtown South,Manhattan,,,"DOHMH American; 252 West 46 Street, 10036",dohmh-diner-pub
Bloom's Tavern,Turtle Bay-East Midtown,Manhattan,,,"DOHMH American; 208 East 58 Street, 10022",dohmh-diner-pub
Blue & Gold Tavern,East Village,Manhattan,,,"DOHMH American; 79 East 7 Street, 10003",dohmh-diner-pub
Blueroad,Chinatown-Lower East Side,Manhattan,,,"DOHMH Hamburgers; 134 Ludlow Street, 10002",dohmh-hamburgers
Bobby Van's Grill,Midtown-Midtown South,Manhattan,,,"DOHMH Steakhouse; 135 West 50 Street, 10020",dohmh-diner-pub
Burger & Shake Co,Hamilton Heights,Manhattan,,,"DOHMH American; 1625 Amsterdam Avenue, 10031",dohmh-diner-pub
Burger Man,Midtown-Midtown South,Manhattan,,,"DOHMH American; 740 7 Avenue, 10019",dohmh-diner-pub
Burger Mania,Midtown-Midtown South,Manhattan,,,"DOHMH Hamburgers; 68 West 39 Street, 10018",dohmh-hamburgers
Burger World,Clinton,Manhattan,,,"DOHMH Hamburgers; 534 9 Avenue, 10018",dohmh-hamburgers
Burgermania,Midtown-Midtown South,Manhattan,,,"DOHMH Hamburgers; 274 West 40 Street, 10018",dohmh-hamburgers
Burgers and Tacos on Lex,Upper East Side-Carnegie Hill,Manhattan,,,"DOHMH Hamburgers; 1150 Lexington Avenue, 10075",dohmh-hamburgers
Bus Stop Diner,Manhattanville,Manhattan,,,"DOHMH American; 3341 Broadway, 10031",dohmh-diner-pub
Carnegie Diner,Midtown-Midtown South,Manhattan,,,"DOHMH American; 828 8 Avenue, 10019",dohmh-diner-pub
Carnegie Diner and Cafe,Midtown-Midtown South,Manhattan,,,"DOHMH American; 205 West 57 Street, 10019",dohmh-diner-pub
Cassidy's Pub,Midtown-Midtown South,Manhattan,,,"DOHMH Irish; 65 West 55 Street, 10019",dohmh-diner-pub
Cat Sports Pub,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH American; 96 Greenwich Street, 10006",dohmh-diner-pub
"Celebrity Chef, Simply Vegan",Midtown-Midtown South,Manhattan,,,"DOHMH Hamburgers; 4 Penn Plaza, 10121",dohmh-hamburgers
Central Market All American Grill,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH American; 4 South Street, 10004",dohmh-diner-pub
Chelton's Bar & Grille,Midtown-Midtown South,Manhattan,,,"DOHMH American; 128 West 29 Street, 10001",dohmh-diner-pub
Cherry Tavern,East Village,Manhattan,,,"DOHMH American; 441 East 6 Street, 10009",dohmh-diner-pub
City Diner,Upper West Side,Manhattan,,,"DOHMH American; 2441 Broadway, 10024",dohmh-diner-pub
City Tavern & Table,Clinton,Manhattan,,,"DOHMH American; 629 West 57 Street, 10019",dohmh-diner-pub
Cooper Town Diner,Gramercy,Manhattan,,,"DOHMH American; 339 1 Avenue, 10003",dohmh-diner-pub
Cosmic Diner,Midtown-Midtown South,Manhattan,,,"DOHMH American; 888 8 Avenue, 10019",dohmh-diner-pub
Coyote Ugly Saloon,Gramercy,Manhattan,,,"DOHMH American; 233 East 14 Street, 10003",dohmh-diner-pub
Crompton Ale House,Midtown-Midtown South,Manhattan,,,"DOHMH American; 159 West 26 Street, 10001",dohmh-diner-pub
Croton Reservoir Tavern,,Manhattan,,,DOHMH American; 108110 West 40 Street,dohmh-diner-pub
Cubby's,Clinton,Manhattan,,,"DOHMH Hamburgers; 630 10 Avenue, 10036",dohmh-hamburgers
Custom Burger/Philly Cheese Steak,,Manhattan,,,DOHMH Hamburgers; JFK International Airport,dohmh-hamburgers
Daily Burger,Midtown-Midtown South,Manhattan,,,"DOHMH Hamburgers; 4 Penn Plaza, 10121",dohmh-hamburgers
Dalton's Bar & Grill,Clinton,Manhattan,,,"DOHMH American; 611 9 Avenue, 10036",dohmh-diner-pub
David Burke Tavern,Upper East Side-Carnegie Hill,Manhattan,,,"DOHMH American; 135 East 62 Street, 10065",dohmh-diner-pub
Del Frisco's Grille,Midtown-Midtown South,Manhattan,,,"DOHMH Steakhouse; 60 Rockefeller Plaza, 10020",dohmh-diner-pub
Deli & Grill,Washington Heights South,Manhattan,,,"DOHMH American; 4119 Broadway, 10033",dohmh-diner-pub
Dorlan's Tavern,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH American; 213 Front Street, 10038",dohmh-diner-pub
Double Down Saloon,East Village,Manhattan,,,"DOHMH American; 14 Avenue a, 10009",dohmh-diner-pub
Fat Boys Burgers,Clinton,Manhattan,,,"DOHMH American; 853 9 Avenue, 10019",dohmh-diner-pub
Fitzgerald's Pub,Gramercy,Manhattan,,,"DOHMH American; 336 Third Avenue, 10010",dohmh-diner-pub
Flaming Saddles Saloon,Clinton,Manhattan,,,"DOHMH American; 793 9 Avenue, 10019",dohmh-diner-pub
Flat Out Burger,Chinatown-Lower East Side,Manhattan,,,"DOHMH Hamburgers; 139 Eldridge Street, 10002",dohmh-hamburgers
Garden Pub,Midtown-Midtown South,Manhattan,,,"DOHMH American; 4 Penn Plaza, 10121",dohmh-diner-pub
Gemini Diner,Murray Hill-Kips Bay,Manhattan,,,"DOHMH American; 641 2 Avenue, 10016",dohmh-diner-pub
Golden Diner,Chinatown-Lower East Side,Manhattan,,,"DOHMH American; 123 Madison Street, 10002",dohmh-diner-pub
Goldie's Tavern,Midtown-Midtown South,Manhattan,,,"DOHMH American; 135 West 30 Street, 10001",dohmh-diner-pub
Gracie's Diner,Yorkville,Manhattan,,,"DOHMH American; 242 East 85 Street, 10028",dohmh-diner-pub
Gramercy Ale House,Gramercy,Manhattan,,,"DOHMH American; 272 3 Avenue, 10010",dohmh-diner-pub
Herbie's Burgers,East Village,Manhattan,,,"DOHMH Hamburgers; 109 1 Avenue, 10003",dohmh-hamburgers
High Hill Diner,Washington Heights North,Manhattan,,,"DOHMH American; 808 West 187 Street, 10033",dohmh-diner-pub
Hilltop Park Alehouse,Washington Heights South,Manhattan,,,"DOHMH American; 3821 Broadway, 10032",dohmh-diner-pub
Hollywood Diner,Hudson Yards-Chelsea-Flat Iron-Union Square,Manhattan,,,"DOHMH American; 574 6 Avenue, 10011",dohmh-diner-pub
Jack Doyles Pub & Restaurant,Midtown-Midtown South,Manhattan,,,"DOHMH Irish; 240 West 35 Street, 10001",dohmh-diner-pub
Jake's Saloon,Hudson Yards-Chelsea-Flat Iron-Union Square,Manhattan,,,"DOHMH Irish; 206 West 23 Street, 10011",dohmh-diner-pub
Jeremy's Ale House,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH American; 228 Front Street, 10038",dohmh-diner-pub
Jimbo's Burger Palace,Central Harlem North-Polo Grounds,Manhattan,,,"DOHMH American; 535 Lenox Avenue, 10037",dohmh-diner-pub
Jimbo's Hamburger,East Harlem North,Manhattan,,,"DOHMH Hamburgers; 2027 Lexington Avenue, 10035",dohmh-hamburgers
Jimbo's Hamburger Palace,Morningside Heights,Manhattan,,,"DOHMH Hamburgers; 1345 Amsterdam Avenue, 10027",dohmh-hamburgers
Jimbo's Hamburger Place,Turtle Bay-East Midtown,Manhattan,,,"DOHMH Hamburgers; 991 1 Avenue, 10022",dohmh-hamburgers
Jimbo's Hamburgers,Central Harlem North-Polo Grounds,Manhattan,,,"DOHMH Hamburgers; 703 Lenox Avenue, 10039",dohmh-hamburgers
John Sullivan's Pub,Midtown-Midtown South,Manhattan,,,"DOHMH Irish; 210 West 35 Street, 10001",dohmh-diner-pub
Josie Wood's Pub,West Village,Manhattan,,,"DOHMH American; 11 Waverly Place, 10003",dohmh-diner-pub
Jumbo Hamburgers,Central Harlem South,Manhattan,,,"DOHMH Hamburgers; 112 West 116 Street, 10026",dohmh-hamburgers
Jumbo's Hamburgers,Central Harlem North-Polo Grounds,Manhattan,,,"DOHMH Hamburgers; 274 West 145 Street, 10039",dohmh-hamburgers
Kabooz's Bar & Grille,,Manhattan,,,DOHMH American; Amtrak Level,dohmh-diner-pub
Kanu Bar/Grill,Hamilton Heights,Manhattan,,,"DOHMH American; 3628 Broadway, 10031",dohmh-diner-pub
Kennedy Chicken & Burgers,Central Harlem North-Polo Grounds,Manhattan,,,"DOHMH American; 1 West 137 Street, 10037",dohmh-diner-pub
Kobeyaki/Hamburger Celebrity Chef -,Midtown-Midtown South,Manhattan,,,"DOHMH American; 4 Penn Plaza, 10121",dohmh-diner-pub
Landshark Bar & Grill,Midtown-Midtown South,Manhattan,,,"DOHMH American; 560 7 Avenue, 10018",dohmh-diner-pub
Long Acre Tavern,Midtown-Midtown South,Manhattan,,,"DOHMH American; 146 West 47 Street, 10036",dohmh-diner-pub
Lotos Club Grill Room,Upper East Side-Carnegie Hill,Manhattan,,,"DOHMH American; 5 East 66 Street, 10065",dohmh-diner-pub
Lovely's Old Fashioned,Clinton,Manhattan,,,"DOHMH Hamburgers; 642 9 Avenue, 10036",dohmh-hamburgers
Lucky's Famous,Clinton,Manhattan,,,"DOHMH Hamburgers; 370 West 52 Street, 10019",dohmh-hamburgers
Luke's Bar & Grill,Upper East Side-Carnegie Hill,Manhattan,,,"DOHMH American; 1394 Third Avenue, 10075",dohmh-diner-pub
Macdougal Street Alehouse,West Village,Manhattan,,,"DOHMH American; 122 Macdougal Street, 10012",dohmh-diner-pub
Madison Bagel and Grill,Chinatown-Lower East Side,Manhattan,,,"DOHMH American; 5 Madison Street, 10038",dohmh-diner-pub
Manhattan Diner,Upper West Side,Manhattan,,,"DOHMH American; 2532 Broadway, 10025",dohmh-diner-pub
McCoy's Pub,Clinton,Manhattan,,,"DOHMH Irish; 768 9 Avenue, 10019",dohmh-diner-pub
McSorley's Old Ale House,East Village,Manhattan,,,"DOHMH Irish; 15 East 7 Street, 10003",dohmh-diner-pub
"Megan's Bar and Kitchen, Kevin's Pub",Midtown-Midtown South,Manhattan,,,"DOHMH American; 7 West 45 Street, 10036",dohmh-diner-pub
Meller's Sports Hub & Grill,Yorkville,Manhattan,,,"DOHMH American; 1702 2 Avenue, 10128",dohmh-diner-pub
Metro Diner,Upper West Side,Manhattan,,,"DOHMH American; 2641 Broadway, 10025",dohmh-diner-pub
Mister Dips,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH Hamburgers; 89 South Street, 10038",dohmh-hamburgers
Monte Carlo Diner,East Harlem North,Manhattan,,,"DOHMH American; 2162 2 Avenue, 10029",dohmh-diner-pub
Moonburger,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,,,"DOHMH Hamburgers; 72 Kenmare Street, 10012",dohmh-hamburgers
Mr. Biggs Bar and Grill,Clinton,Manhattan,,,"DOHMH American; 596 10 Avenue, 10036",dohmh-diner-pub
Murphy's Irish Pub,Turtle Bay-East Midtown,Manhattan,,,"DOHMH Irish; 986 2 Avenue, 10022",dohmh-diner-pub
Murray Hill Diner,Murray Hill-Kips Bay,Manhattan,,,"DOHMH American; 222 Lexington Avenue, 10016",dohmh-diner-pub
Muscle Maker Grill,Clinton,Manhattan,,,"DOHMH American; 695 10 Avenue, 10036",dohmh-diner-pub
Nadc Burger,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,,,"DOHMH American; 25 Cleveland Place, 10012",dohmh-diner-pub
Nancy Whiskey Pub,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,,,"DOHMH American; 1 Lispenard Street, 10013",dohmh-diner-pub
New York Burger Co.,Hudson Yards-Chelsea-Flat Iron-Union Square,Manhattan,,,"DOHMH American; 470 West 23 Street, 10011",dohmh-diner-pub
Nomad Diner / Art Nomad,Midtown-Midtown South,Manhattan,,,"DOHMH American; 11 East 31 Street, 10016",dohmh-diner-pub
Old John's Diner,Lincoln Square,Manhattan,,,"DOHMH American; 148 West 67 Street, 10023",dohmh-diner-pub
Orbital Kitchens/ Little Mint/ Crumb/ Dum Poke/ Naka/ Craft Burger/ Lucky Mao/ Wing Box/ Poblano,West Village,Manhattan,,,"DOHMH American; 74 5 Avenue, 10011",dohmh-diner-pub
Orion Diner & Grill,Gramercy,Manhattan,,,"DOHMH American; 395 2 Avenue, 10010",dohmh-diner-pub
P.McDAID'S IRISH PUB,Midtown-Midtown South,Manhattan,,,"DOHMH American; 837 7 Avenue, 10019",dohmh-diner-pub
Park Avenue Tavern,Murray Hill-Kips Bay,Manhattan,,,"DOHMH American; 99 Park Avenue, 10016",dohmh-diner-pub
Parnell's Pub,Turtle Bay-East Midtown,Manhattan,,,"DOHMH Irish; 350 East 53 Street, 10022",dohmh-diner-pub
Pearl Diner,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH American; 212 Pearl Street, 10038",dohmh-diner-pub
Pete's Tavern,Gramercy,Manhattan,,,"DOHMH American; 129 East 18 Street, 10003",dohmh-diner-pub
Peter Dillon's Pub,Murray Hill-Kips Bay,Manhattan,,,"DOHMH Irish; 130 East 40 Street, 10016",dohmh-diner-pub
Playwright Celtic Pub,Midtown-Midtown South,Manhattan,,,"DOHMH Irish; 732 8 Avenue, 10036",dohmh-diner-pub
Playwright Irish Pub,Midtown-Midtown South,Manhattan,,,"DOHMH Irish; 27 West 35 Street, 10001",dohmh-diner-pub
Polar Pub,Battery Park City-Lower Manhattan,Manhattan,,,"DOHMH American; 185 Greenwich Street, 10007",dohmh-diner-pub
Puffy's Tavern,SoHo-TriBeCa-Civic Center-Little Italy,Manhattan,,,"DOHMH American; 81 Hudson Street, 10013",dohmh-diner-pub
Raven Pub,Lenox Hill-Roosevelt Island,Manhattan,,,"DOHMH American; 1471 1 Avenue, 10075",dohmh-diner-pub
